prefix,namespace
ds:,<http://purl.org/ctic/dcat#>
eumida:,<http://data.kasabi.com/dataset/eumida/terms/>
sci:,<http://data.scientology.org/ns/>
bcnbio:,<http://datos.bcn.cl/ontologies/bcn-biographies#>
dcite:,<http://purl.org/spar/datacite/>
pso:,<http://purl.org/spar/pso/>
wsl:,<http://www.wsmo.org/ns/wsmo-lite#>
quantities:,<http://eulersharp.sourceforge.net/2003/03swap/quantitiesExtension#>
crv:,<http://purl.org/twc/vocab/datacarver#>
vsw:,<http://verticalsearchworks.com/ontology/>
infor:,<http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl#>
sioctypes:,<http://rdfs.org/sioc/types#>
leaks:,<https://cuzin.com/>
sso:,<http://nlp2rdf.lod2.eu/schema/sso/>
fbgeo:,<http://rdf.freebase.com/ns/location/geocode/>
mrel:,<http://id.loc.gov/vocabulary/relators/>
webbox:,<http://webbox.ecs.soton.ac.uk/ns#>
bwb:,<http://doc.metalex.eu/bwb/ontology/>
steel:,<http://ontorule-project.eu/resources/steel-30#>
refe:,<http://orion.tw.rpi.edu/~xgmatwc/refe/>
germplasm:,<http://purl.org/germplasm/terms#>
vsws:,<http://verticalsearchworks.com/ontology/synset#>
alchemy:,<http://rdf.alchemyapi.com/rdf/v1/s/aapi-schema#>
cmd:,<http://clarin.eu/cmd#>
jjd:,<http://www.joshuajeeson.com/>
spt:,<http://spitfire-project.eu/ontology/ns/>
rdae:,<http://rdaregistry.info/Elements/e/>
lexvo:,<http://lexvo.org/ontology#>
lodac:,<http://lod.ac/ns/lodac#>
li:,<http://def.seegrid.csiro.au/isotc211/iso19115/2003/lineage#>
part:,<http://purl.org/vocab/participation/schema#>
hints2005:,<http://purl.org/twc/cabig/model/HINTS2005-1.owl#>
ep:,<http://eprints.org/ontology/>
bfo:,<http://purl.obolibrary.org/obo/>
cts2:,<http://schema.omg.org/spec/CTS2/1.0/>
stream:,<http://dbpedia.org/ontology/Stream/>
telmap:,<http://purl.org/telmap/>
qud:,<http://qudt.org/1.1/schema/qudt#>
taxon:,<http://purl.org/biodiversity/taxon/>
sdmxd:,<http://purl.org/linked-data/sdmx/2009/dimension#>
omapi:,<http://purl.org/omapi/0.2/#>
aers:,<http://aers.data2semantics.org/resource/>
situ:,<http://www.ontologydesignpatterns.org/cp/owl/situation.owl#>
lcy:,<http://purl.org/vocab/lifecycle/schema#>
conf:,<http://richard.cyganiak.de/2007/pubby/config.rdf#>
pizza:,<http://www.co-ode.org/ontologies/pizza/pizza.owl#>
eunis:,<http://eunis.eea.europa.eu/rdf/species-schema.rdf#>
iol:,<http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl#>
dvia:,<http://data.eurecom.fr/ontology/dvia#>
eui:,<http://institutions.publicdata.eu/#>
lldr:,<http://purl.oclc.org/NET/lldr/ns#>
wikterms:,<http://wiktionary.dbpedia.org/terms/>
osgeom:,<http://data.ordnancesurvey.co.uk/ontology/geometry/>
npgx:,<http://ns.nature.com/extensions/>
water:,<http://escience.rpi.edu/ontology/semanteco/2/0/water.owl#>
strdf:,<http://strdf.di.uoa.gr/ontology#>
daisy:,<http://www.daisy.org/z3998/2012/vocab/>
parl:,<https://id.parliament.uk/schema/>
rdamedia:,<http://rdvocab.info/termList/RDAMediaType/>
wlo:,<http://purl.org/ontology/wo/>
mged:,<http://mged.sourceforge.net/ontologies/MGEDOntology.owl#>
od:,<http://purl.org/twc/vocab/opendap#>
ecos:,<http://kmm.lboro.ac.uk/ecos/1.0#>
roevo:,<http://purl.org/wf4ever/roevo#>
pingback:,<http://purl.org/net/pingback/>
w3con:,<http://www.w3.org/2000/10/swap/pim/contact#>
vrank:,<http://purl.org/voc/vrank#>
cosmo:,<http://purl.org/ontology/cosmo#>
vdpp:,<http://data.lirmm.fr/ontologies/vdpp#>
quty:,<http://www.telegraphis.net/ontology/measurement/quantity#>
twaapi:,<http://purl.org/twc/vocab/aapi-schema#>
prviv:,<http://purl.org/net/provenance/integrity#>
fcp:,<http://www.newmedialab.at/fcp/>
graffle:,<http://purl.org/twc/vocab/vsr/graffle#>
ox:,<http://vocab.ox.ac.uk/projectfunding#>
moac:,<http://observedchange.com/moac/ns#>
swperson:,<http://data.semanticweb.org/person/>
lsc:,<http://linkedscience.org/lsc/ns#>
odv:,<http://reference.data.gov.uk/def/organogram/>
opmo:,<http://openprovenance.org/model/opmo#>
pkgsrc:,<http://pkgsrc.co/schema#>
ctorg:,<http://purl.org/ctic/infraestructuras/organizacion#>
mb:,<http://dbtune.org/musicbrainz/resource/instrument/>
rlnr:,<http://rdflivenews.aksw.org/resource/>
who:,<http://www.who.int/vocab/ontology#>
nidm:,<http://nidm.nidash.org/>
infection:,<http://www.agfa.com/w3c/2009/infectiousDisorder#>
fincaselaw:,<http://purl.org/finlex/schema/oikeus/>
emoca:,<http://ns.inria.fr/emoca#>
r4ta:,<http://ns.inria.fr/ratio4ta/v1#>
op:,<http://environment.data.gov.au/def/op#>
agls:,<http://www.agls.gov.au/agls/terms/>
rdarel:,<http://rdvocab.info/RDARelationshipsWEMI/>
swpatho:,<http://swpatho.ag-nbi.de/context/meta.owl#>
cbase:,<http://ontologycentral.com/2010/05/cb/vocab#>
cvbase:,<http://purl.org/captsolo/resume-rdf/0.2/base#>
ssso:,<http://purl.org/ontology/ssso#>
bridge:,<http://purl.org/vocommons/bridge#>
biro:,<http://purl.org/spar/biro/>
qb4o:,<http://purl.org/olap#>
lingvo:,<http://www.lingvoj.org/ontology#>
particip:,<http://purl.org/vocab/participation/schema#>
dcoid:,<http://dx.deepcarbon.net/>
rdarole:,<http://rdvocab.info/roles/>
r2rml:,<http://www.w3.org/ns/r2rml#>
rdacarrier:,<http://rdvocab.info/termList/RDACarrierType/>
radion:,<http://www.w3.org/ns/radion#>
gawd:,<http://gawd.atlantides.org/terms/>
fma:,<http://sig.uw.edu/fma#>
rdacontent:,<http://rdvocab.info/termList/RDAContentType/>
my:,<http://www.mobile.com/model/>
disease:,<http://www.agfa.com/w3c/2009/humanDisorder#>
viskoo:,<http://trust.utep.edu/visko/ontology/visko-operator-v3.owl#>
roterms:,<http://purl.org/wf4ever/roterms#>
geocontext:,<http://www.geocontext.org/publ/2013/vocab#>
omnlife:,<http://open-multinet.info/ontology/omn-lifecycle#>
onssprel:,<http://www.ordnancesurvey.co.uk/ontology/SpatialRelations/v0.2/SpatialRelations.owl#>
mt:,<http://www.w3.org/2001/sw/DataAccess/tests/test-manifest#>
odapp:,<http://vocab.deri.ie/odapp#>
vvo:,<http://purl.org/vvo/ns#>
accom:,<http://purl.org/acco/ns#>
oecc:,<http://www.oegov.org/core/owl/cc#>
frbrer:,<http://iflastandards.info/ns/fr/frbr/frbrer/>
frsad:,<http://iflastandards.info/ns/fr/frsad/>
dqm:,<http://purl.org/dqm-vocabulary/v1/dqm#>
dr:,<http://purl.org/swan/2.0/discourse-relationships/>
w3po:,<http://purl.org/provenance/w3p/w3po#>
ordf:,<http://purl.org/NET/ordf/>
olad:,<http://openlad.org/vocab#>
lexcz:,<http://purl.org/lex/cz#>
turismo:,<http://idi.fundacionctic.org/cruzar/turismo#>
orges:,<http://datos.gob.es/def/sector-publico/organizacion#>
gadm:,<http://gadm.geovocab.org/ontology#>
saif:,<http://wwwiti.cs.uni-magdeburg.de/~srahman/>
csp:,<http://vocab.deri.ie/csp#>
luc:,<http://www.ontotext.com/owlim/lucene#>
semio:,<http://www.lingvoj.org/semio#>
hlygt:,<http://www.holygoat.co.uk/owl/redwood/0.1/tags/>
tsioc:,<http://rdfs.org/sioc/types#>
wno:,<http://wordnet-rdf.princeton.edu/ontology#>
biotop:,<http://purl.org/biotop/biotop.owl#>
evident:,<http://purl.org/net/evident#>
voidp:,<http://www.enakting.org/provenance/voidp/>
poste:,<http://data.lirmm.fr/ontologies/poste#>
vapour:,<http://vapour.sourceforge.net/vocab.rdf#>
dogont:,<http://elite.polito.it/ontologies/dogont.owl#>
dbpr:,<http://dbpedia.org/resource/>
geosp:,<http://rdf.geospecies.org/ont/geospecies#>
bv:,<http://purl.org/vocommons/bv#>
finlaw:,<http://purl.org/finlex/schema/laki/>
graves:,<http://rdf.muninn-project.org/ontologies/graves#>
dn:,<http://purl.org/datanode/ns/>
asgv:,<http://aims.fao.org/aos/agrovoc/>
ntag:,<http://ns.inria.fr/nicetag/2010/09/09/voc#>
ecrm:,<http://erlangen-crm.org/current/>
dbtont:,<http://dbtropes.org/ont/>
coll:,<http://purl.org/co/>
mvco:,<http://purl.oclc.org/NET/mvco.owl#>
ebucore:,<http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#>
rdai:,<http://rdaregistry.info/Elements/i/>
locwd:,<http://purl.org/locwd/schema#>
uta:,<http://uptheasset.org/ontology#>
wf4ever:,<http://purl.org/wf4ever/wf4ever#>
vin:,<http://www.w3.org/TR/2003/PR-owl-guide-20031209/wine#>
gcis:,<http://data.globalchange.gov/gcis.owl#>
viskov:,<http://trust.utep.edu/visko/ontology/visko-view-v3.owl#>
of:,<http://owlrep.eu01.aws.af.cm/fridge#>
mammal:,<http://lod.taxonconcept.org/ontology/p01/Mammalia/index.owl#>
obsm:,<http://rdf.geospecies.org/methods/observationMethod#>
dbkwik:,<http://dbkwik.webdatacommons.org/>
ogbd:,<http://www.ogbd.fr/2012/ontologie#>
pwo:,<http://purl.org/spar/pwo/>
rdafrbr:,<http://rdvocab.info/uri/schema/FRBRentitiesRDA/>
icane:,<http://www.icane.es/opendata/vocab#>
wn20:,<http://www.w3.org/2006/03/wn/wn20/>
frame:,<http://www.ontologydesignpatterns.org/ont/framenet/abox/frame/>
ses:,<http://lod.taxonconcept.org/ses/>
gnm:,<http://www.geonames.org/ontology/mappings/>
gnvc:,<http://purl.org/gc/>
kai:,<http://kai.uni-kiel.de/>
vgo:,<http://purl.org/net/VideoGameOntology#>
ontopic:,<http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl#>
tis:,<http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl#>
oplprod:,<http://www.openlinksw.com/ontology/products#>
drm:,<http://vocab.data.gov/def/drm#>
amalgame:,<http://purl.org/vocabularies/amalgame#>
stats:,<http://purl.org/rdfstats/stats#>
abs:,<http://abs.270a.info/dataset/>
sw:,<http://linkedwidgets.org/statisticalwidget/ontology/>
rs:,<http://spektrum.ctu.cz/ontologies/radio-spectrum#>
ostop:,<http://www.ordnancesurvey.co.uk/ontology/Topography/v0.1/Topography.owl#>
scufl2:,<http://ns.taverna.org.uk/2010/scufl2#>
rdf123:,<http://rdf123.umbc.edu/ns/>
vcard2006:,<http://www.w3.org/2006/vcard/ns#>
estrn:,<http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/transporte#>
fe:,<http://www.ontologydesignpatterns.org/ont/framenet/abox/fe/>
delta:,<http://www.w3.org/2004/delta#>
nex:,<http://www.nexml.org/2009/>
fao:,<http://fao.270a.info/dataset/>
trait:,<http://contextus.net/ontology/ontomedia/ext/common/trait#>
viso:,<http://purl.org/viso/>
owlse:,<http://www.daml.org/services/owl-s/1.2/generic/Expression.owl#>
fam:,<http://vocab.fusepool.info/fam#>
provone:,<http://purl.org/provone#>
bk:,<http://www.provbook.org/ns/#>
bcngeo:,<http://datos.bcn.cl/ontologies/bcn-geographics#>
dbptmpl:,<http://dbpedia.org/resource/Template:>
lc:,<http://semweb.mmlab.be/ns/linkedconnections#>
lmm1:,<http://www.ontologydesignpatterns.org/ont/lmm/LMM_L1.owl#>
gq:,<http://genomequest.com/>
ldr:,<http://purl.oclc.org/NET/ldr/ns#>
limoo:,<http://purl.org/LiMo/0.1/>
lmm2:,<http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl#>
pois:,<http://purl.oclc.org/POIS/vcblr#>
snarm:,<http://rdf.myexperiment.org/ontologies/snarm/>
rdl:,<http://data.posccaesar.org/rdl/>
raul:,<http://vocab.deri.ie/raul#>
frb:,<http://frb.270a.info/dataset/>
crsw:,<http://courseware.rkbexplorer.com/ontologies/courseware#>
pvcs:,<http://purl.org/twc/vocab/pvcs#>
odo:,<http://ocean-data.org/schema/>
muldicat:,<http://iflastandards.info/ns/muldicat#>
bco:,<http://purl.obolibrary.org/obo/bco.owl#>
lso:,<http://linkedspending.aksw.org/ontology/>
cjr:,<http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/callejero#>
daq:,<http://purl.org/eis/vocab/daq#>
gov:,<http://gov.genealogy.net/ontology.owl#>
gf:,<http://def.seegrid.csiro.au/isotc211/iso19109/2005/feature#>
s3db:,<http://www.s3db.org/core#>
nxs:,<http://www.neclimateus.org/>
guo:,<http://purl.org/hpi/guo#>
location:,<http://sw.deri.org/2006/07/location/loc#>
tw:,<http://tw.rpi.edu/schema/>
call:,<http://webofcode.org/wfn/call:>
oprovo:,<http://openprovenance.org/ontology#>
onc:,<http://www.ics.forth.gr/isl/oncm/core#>
rdag1:,<http://rdvocab.info/Elements/>
geod:,<http://vocab.lenka.no/geo-deling#>
fcs:,<http://clarin.eu/fcs/resource#>
pproc:,<http://contsem.unizar.es/def/sector-publico/pproc#>
rdag3:,<http://rdvocab.info/ElementsGr3/>
app:,<http://jmvanel.free.fr/ontology/software_applications.n3#>
esdir:,<http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/direccion-postal#>
odpart:,<http://www.ontologydesignpatterns.org/cp/owl/participation.owl#>
wikim:,<http://spi-fm.uca.es/spdef/models/genericTools/wikim/1.0#>
eurlex:,<http://eur-lex.publicdata.eu/ontology/>
edgar:,<http://edgarwrap.ontologycentral.com/vocab/edgar#>
gm:,<http://def.seegrid.csiro.au/isotc211/iso19107/2003/geometry#>
msm:,<http://iserve.kmi.open.ac.uk/ns/msm#>
sro:,<http://salt.semanticauthoring.org/ontologies/sro#>
plo:,<http://purl.org/net/po#>
agro:,<http://agrinepaldata.com/vocab/>
doas:,<http://deductions.github.io/doas.owl.ttl#>
pnt:,<http://data.press.net/ontology/tag/>
cpant:,<http://purl.org/NET/cpan-uri/terms#>
dpd:,<http://www.kanzaki.com/ns/dpd#>
rdfdata:,<http://rdf.data-vocabulary.org/rdf.xml#>
dbpedia2:,<http://dbpedia.org/property/>
topo:,<http://data.ign.fr/def/topo#>
uis:,<http://uis.270a.info/dataset/>
passim:,<http://data.lirmm.fr/ontologies/passim#>
tddo:,<http://databugger.aksw.org/ns/core#>
ecc:,<https://ns.eccenca.com/>
limo:,<http://www.purl.org/limo-ontology/limo#>
cl:,<http://advene.org/ns/cinelab/>
defns:,<http://www.openarchives.org/OAI/2.0/>
mocanal:,<http://www.semanticweb.org/asow/ontologies/2013/9/untitled-ontology-36#>
smg:,<http://ns.cerise-project.nl/energy/def/cim-smartgrid#>
osadm:,<http://data.ordnancesurvey.co.uk/ontology/admingeo/>
oh:,<http://semweb.mmlab.be/ns/oh#>
being:,<http://purl.org/ontomedia/ext/common/being#>
cart:,<http://purl.org/net/cartCoord#>
tac:,<http://ns.bergnet.org/tac/0.1/triple-access-control#>
bis:,<http://bis.270a.info/dataset/>
imf:,<http://imf.270a.info/dataset/>
dpc:,<http://hospee.org/ontologies/dpc/>
mds:,<http://doc.metalex.eu/id/>
tao:,<http://vocab.deri.ie/tao#>
thors:,<http://resource.geosciml.org/ontology/timescale/thors#>
lda:,<http://purl.org/linked-data/api/vocab#>
aws:,<http://purl.oclc.org/NET/ssnx/meteo/aws#>
lofv:,<http://purl.org/legal_form/vocab#>
laabs:,<http://dbpedia.org/resource/>
lio:,<http://purl.org/net/lio#>
oliasystem:,<http://purl.org/olia/system.owl#>
cmdm:,<http://infra.clarin.eu/cmd/>
ftcontent:,<http://www.ft.com/ontology/content/>
cdt:,<http://w3id.org/lindt/custom_datatypes#>
ipo:,<http://purl.org/ipo/core#>
shw:,<http://paul.staroch.name/thesis/SmartHomeWeather.owl#>
cmdi:,<http://www.clarin.eu/cmd/>
gl:,<http://schema.geolink.org/>
hr:,<http://iserve.kmi.open.ac.uk/ns/hrests#>
opllic:,<http://www.openlinksw.com/ontology/licenses#>
ops:,<https://w3id.org/ops#>
solid:,<http://www.w3.org/ns/solid/terms#>
maso:,<http://securitytoolbox.appspot.com/MASO#>
agrd:,<http://agrinepaldata.com/>
dq:,<http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataquality#>
pod:,<https://project-open-data.cio.gov/v1.1/schema/#>
bgcat:,<http://bg.dbpedia.org/resource/?????????:>
oss:,<http://opendata.caceres.es/def/ontosemanasanta#>
tm:,<http://def.seegrid.csiro.au/isotc211/iso19108/2002/temporal#>
oslo:,<http://purl.org/oslo/ns/localgov#>
form:,<http://deductions-software.com/ontologies/forms.owl.ttl#>
contsem:,<http://contsem.unizar.es/def/sector-publico/contratacion#>
lindt:,<https://w3id.org/lindt/voc#>
ext:,<http://def.seegrid.csiro.au/isotc211/iso19115/2003/extent#>
rdarel2:,<http://metadataregistry.org/uri/schema/RDARelationshipsGR2/>
vext:,<http://ldf.fi/void-ext#>
opencyc:,<http://sw.opencyc.org/concept/>
cdc:,<http://www.contextdatacloud.org/resource/>
csv:,<http://vocab.sindice.net/csv/>
vmm:,<http://spi-fm.uca.es/spdef/models/genericTools/vmm/1.0#>
chembl:,<http://rdf.ebi.ac.uk/terms/chembl#>
gist:,<http://ontologies.semanticarts.com/gist/>
sam:,<http://def.seegrid.csiro.au/isotc211/iso19156/2011/sampling#>
bbcprov:,<http://www.bbc.co.uk/ontologies/provenance/>
pattern:,<http://www.essepuntato.it/2008/12/pattern#>
sru:,<http://www.loc.gov/zing/srw/>
deps:,<http://ontologi.es/doap-deps#>
pnc:,<http://data.press.net/ontology/classification/>
omdoc:,<http://omdoc.org/ontology/>
xlime:,<http://xlime-project.org/vocab/>
verb:,<https://w3id.org/verb/>
esco:,<http://data.europa.eu/esco/model#>
spdx:,<http://spdx.org/rdf/terms#>
pco:,<http://purl.org/procurement/public-contracts#>
ruto:,<http://rdfunit.aksw.org/ns/core#>
mico:,<http://www.mico-project.eu/ns/platform/1.0/schema#>
geos:,<http://www.telegraphis.net/ontology/geography/geography#>
static:,<http://vocab-ld.org/vocab/static-ld#>
dannet:,<http://www.wordnet.dk/owl/instance/2009/03/instances/>
mv:,<http://schema.mobivoc.org/>
bgn:,<http://bibliograph.net/schemas/>
csvw:,<http://www.w3.org/ns/csvw#>
bevon:,<http://rdfs.co/bevon/>
sor:,<http://purl.org/net/soron/>
employee:,<http://www.employee.com/data#>
jp1:,<http://rdf.muninn-project.org/ontologies/jp1/>
oplcert:,<http://www.openlinksw.com/schemas/cert#>
emtr:,<http://purl.org/NET/ssnext/electricmeters#>
latitude:,<https://www.w3.org/2006/vcard/ns#latitude#>
rmo:,<http://eatld.et.tu-dresden.de/rmo#>
mmd:,<http://musicbrainz.org/ns/mmd-1.0#>
physo:,<http://merlin.phys.uni.lodz.pl/onto/physo/physo.owl#>
shex:,<http://www.w3.org/2013/ShEx/ns#>
goog:,<http://schema.googleapis.com/>
ost:,<http://w3id.org/ost/ns#>
gaf:,<http://groundedannotationframework.org/>
olac:,<http://www.language-archives.org/OLAC/1.0/>
pni:,<http://data.press.net/ontology/identifier/>
lfov:,<https://w3id.org/legal_form#>
wfn:,<http://webofcode.org/wfn/>
shoah:,<http://dati.cdec.it/lod/shoah/>
videogame:,<http://purl.org/net/vgo#>
dsn:,<http://purl.org/dsnotify/vocab/eventset/>
isocat:,<http://www.isocat.org/datcat/>
citof:,<http://www.essepuntato.it/2013/03/cito-functions#>
dbug:,<http://ontologi.es/doap-bugs#>
dbrc:,<http://dbpedia.org/resource/Category:>
dbcat:,<http://dbpedia.org/resource/Category:>
pic:,<http://www.ipaw.info/ns/picaso#>
saref:,<https://saref.etsi.org/core/>
roadmap:,<http://mappings.roadmap.org/>
oan:,<http://data.lirmm.fr/ontologies/oan/>
erce:,<http://xxefe.de/>
kml:,<http://www.opengis.net/kml/2.2#>
gts:,<http://resource.geosciml.org/ontology/timescale/gts#>
lden:,<http://www.linklion.org/lden/>
psys:,<http://www.ontotext.com/proton/protonsys#>
oils:,<http://lemon-model.net/oils#>
trig:,<http://www.w3.org/2004/03/trix/rdfg-1/>
oplres:,<http://www.openlinksw.com/ontology/restrictions#>
voidext:,<http://rdfs.org/ns/void-ext#>
acrt:,<http://privatealpha.com/ontology/certification/1#>
wro:,<http://purl.org/net/wf4ever/ro#>
itm:,<http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0#>
cpsv:,<http://purl.org/vocab/cpsv#>
language:,<http://id.loc.gov/vocabulary/iso639-1/>
mmt:,<http://linkedmultimedia.org/sparql-mm/functions/temporal#>
xapi:,<http://purl.org/xapi/ontology#>
rdapo:,<http://rdaregistry.info/termList/RDAPolarity/>
esadm:,<http://vocab.linkeddata.es/datosabiertos/def/sector-publico/territorio#>
bner:,<http://datos.bne.es/resource/>
insdc:,<http://ddbj.nig.ac.jp/ontologies/sequence#>
dicom:,<http://purl.org/healthcarevocab/v1#>
whisky:,<http://vocab.org/whisky/terms/>
odapps:,<http://semweb.mmlab.be/ns/odapps#>
hdo:,<http://www.samos.gr/ontologies/helpdeskOnto.owl#>
sbench:,<http://swat.cse.lehigh.edu/onto/univ-bench.owl#>
diag:,<http://www.loc.gov/zing/srw/diagnostic/>
xrd:,<http://docs.oasis-open.org/ns/xri/xrd-1.0#>
date:,<http://contextus.net/ontology/ontomedia/misc/date#>
onisep:,<http://rdf.onisep.fr/resource/>
sao:,<http://salt.semanticauthoring.org/ontologies/sao#>
fo:,<http://www.w3.org/1999/XSL/Format#>
ldvm:,<http://linked.opendata.cz/ontology/ldvm/>
pkm:,<http://www.ontotext.com/proton/protonkm#>
origins:,<http://origins.link/>
rdagw:,<http://rdaregistry.info/termList/grooveWidth/>
c9d:,<http://purl.org/twc/vocab/conversion/>
bbccms:,<http://www.bbc.co.uk/ontologies/cms/>
babelnet:,<http://babelnet.org/2.0/>
locah:,<http://data.archiveshub.ac.uk/def/>
olac11:,<http://www.language-archives.org/OLAC/1.1/>
odrs:,<http://schema.theodi.org/odrs#>
bn:,<http://babelnet.org/rdf/>
basic:,<http://def.seegrid.csiro.au/isotc211/iso19103/2005/basic#>
esaloj:,<http://vocab.linkeddata.es/datosabiertos/def/turismo/alojamiento#>
h2o:,<http://def.seegrid.csiro.au/isotc211/iso19150/-2/2012/basic#>
rdafnm:,<http://rdaregistry.info/termList/FormNoteMus/>
ccrel:,<http://creativecommons.org/ns#>
lexicon:,<http://www.example.org/lexicon#>
l2sp:,<http://www.linked2safety-project.eu/properties/>
holding:,<http://purl.org/ontology/holding#>
scoro:,<http://purl.org/spar/scoro/>
fp3:,<http://vocab.fusepool.info/fp3#>
ljkl:,<http://teste.com/>
scip:,<http://lod.taxonconcept.org/ontology/sci_people.owl#>
oplacl:,<http://www.openlinksw.com/ontology/acl#>
llo:,<http://lodlaundromat.org/ontology/>
eurostat:,<http://wifo5-04.informatik.uni-mannheim.de/eurostat/resource/eurostat/>
esequip:,<http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/equipamiento#>
keys:,<http://purl.org/NET/c4dm/keys.owl#>
yo:,<http://yovisto.com/>
tavprov:,<http://ns.taverna.org.uk/2012/tavernaprov/>
irsteaont:,<http://ontology.irstea.fr/weather/ontology#>
nerd:,<http://nerd.eurecom.fr/ontology#>
wn31:,<http://wordnet-rdf.princeton.edu/wn31/>
ls:,<http://linkedspending.aksw.org/instance/>
kees:,<http://linkeddata.center/kees/v1#>
navm:,<https://w3id.org/navigation_menu#>
art:,<http://w3id.org/art/terms/1.0/>
mmf:,<http://linkedmultimedia.org/sparql-mm/ns/1.0.0/function#>
uri4uri:,<http://uri4uri.net/vocab#>
clinic:,<http://example.com/clinic#>
rvl:,<http://purl.org/rvl/>
rdamt:,<http://rdaregistry.info/termList/RDAMediaType/>
ll:,<http://lodlaundromat.org/resource/>
stories:,<http://purl.org/ontology/stories/>
ramon:,<http://rdfdata.eionet.europa.eu/ramon/ontology/>
travel:,<http://www.co-ode.org/roberts/travel.owl#>
rdafr:,<http://rdaregistry.info/termList/frequency/>
naval:,<http://rdf.muninn-project.org/ontologies/naval#>
rdagd:,<http://rdaregistry.info/termList/gender/>
scor:,<http://purl.org/eis/vocab/scor#>
npdv:,<http://sws.ifi.uio.no/vocab/npd#>
ecgl:,<http://schema.geolink.org/>
koly:,<http://www.ensias.ma/>
rdatc:,<http://rdaregistry.info/termList/trackConfig/>
bbccore:,<http://www.bbc.co.uk/ontologies/coreconcepts/>
rdacct:,<http://rdaregistry.info/termList/CollTitle/>
faq:,<http://www.openlinksw.com/ontology/faq#>
lmf:,<http://www.lexinfo.net/lmf#>
security:,<http://securitytoolbox.appspot.com/securityMain#>
decision:,<https://decision-ontology.googlecode.com/svn/trunk/decision.owl#>
rdasoi:,<http://rdaregistry.info/termList/statIdentification/>
bgdbr:,<http://bg.dbpedia.org/resource/>
wikibase:,<http://wikiba.se/ontology#>
galaksiya:,<http://ontoloji.galaksiya.com/vocab/>
metadata:,<http://purl.oreilly.com/ns/meta/>
phdd:,<http://rdf-vocabulary.ddialliance.org/phdd#>
xcql:,<http://docs.oasis-open.org/ns/search-ws/xcql#>
zr:,<http://explain.z3950.org/dtd/2.0/>
dcs:,<http://ontologi.es/doap-changeset#>
vf:,<https://w3id.org/valueflows#>
lpeu:,<http://purl.org/linkedpolitics/vocabulary/eu/plenary/>
rdabm:,<http://rdaregistry.info/termList/RDABaseMaterial/>
friends:,<http://www.openarchives.org/OAI/2.0/friends/>
spfood:,<http://kmi.open.ac.uk/projects/smartproducts/ontologies/food.owl#>
pcdt:,<http://purl.org/procurement/public-contracts-datatypes#>
foo:,<http://filmontology.org/ontology/1.0/>
rvdata:,<http://data.rvdata.us/>
rdami:,<http://rdaregistry.info/termList/modeIssue/>
lw:,<http://linkedwidgets.org/ontologies/>
d2d:,<http://rdfns.org/d2d/>
lsd:,<http://linkedwidgets.org/statisticaldata/ontology/>
oml:,<http://def.seegrid.csiro.au/ontology/om/om-lite#>
wb:,<http://data.worldbank.org/>
irstea:,<http://ontology.irstea.fr/>
mtlo:,<http://www.ics.forth.gr/isl/MarineTLO/v4/marinetlo.owl#>
lcdr:,<http://ns.lucid-project.org/revision/>
cbo:,<http://comicmeta.org/cbo/>
html:,<http://www.w3.org/1999/xhtml/>
rdagrp:,<http://rdaregistry.info/termList/groovePitch/>
xslopm:,<http://purl.org/net/opmv/types/xslt#>
eccrev:,<https://vocab.eccenca.com/revision/>
rdag2:,<http://rdvocab.info/ElementsGr2/>
estatwrap:,<http://ontologycentral.com/2009/01/eurostat/ns#>
bnf:,<http://www.w3.org/2000/10/swap/grammar/bnf#>
bgdbp:,<http://bg.dbpedia.org/property/>
llm:,<http://lodlaundromat.org/metrics/ontology/>
oplecrm:,<http://www.openlinksw.com/ontology/ecrm#>
oae:,<http://www.ics.forth.gr/isl/oae/core#>
ogc:,<http://www.opengis.net/def/>
oplmkt:,<http://www.openlinksw.com/ontology/market#>
rml:,<http://semweb.mmlab.be/ns/rml#>
geovoid:,<http://purl.org/geovocamp/ontology/geovoid/>
condition:,<http://www.kinjal.com/condition:>
affymetrix:,<http://bio2rdf.org/affymetrix_vocabulary:>
rdaco:,<http://rdaregistry.info/termList/RDAContentType/>
sdm:,<https://w3id.org/okn/o/sdm#>
allot:,<https://w3id.org/akn/ontology/allot#>
rdarr:,<http://rdaregistry.info/termList/RDAReductionRatio/>
opengov:,<http://www.w3.org/opengov#>
oplcb:,<http://www.openlinksw.com/schemas/crunchbase#>
ncit:,<http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#>
sakthi:,<http://infotech.nitk.ac.in/research-scholars/sakthi-murugan-r/>
ilap:,<http://data.posccaesar.org/ilap/>
